HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,PSH,PSD,PSA,AvgH,AvgD,AvgA
Oostende,Waregem,2.0,1.0,H,1.0,0.0,8.0,7.0,5.0,4.0,15.0,20.0,5.0,5.0,2.0,3.0,0.0,0.0,2.08,3.79,3.32,2.09,3.64,3.25
Gent,Seraing,2.0,1.0,H,1.0,1.0,14.0,5.0,4.0,3.0,5.0,11.0,9.0,3.0,1.0,1.0,0.0,0.0,1.4,5.05,7.08,1.39,4.94,7.23
Antwerp,Genk,1.0,3.0,A,1.0,2.0,20.0,8.0,4.0,5.0,10.0,19.0,8.0,4.0,1.0,1.0,0.0,0.0,2.74,3.49,2.63,2.64,3.5,2.51
St. Gilloise,Club Brugge,2.0,2.0,D,1.0,2.0,6.0,13.0,4.0,2.0,8.0,9.0,4.0,4.0,4.0,2.0,1.0,0.0,2.6,3.58,2.71,2.57,3.46,2.61
Mechelen,Eupen,2.0,1.0,H,1.0,1.0,20.0,9.0,10.0,2.0,7.0,10.0,7.0,8.0,3.0,4.0,1.0,0.0,1.93,3.95,3.78,1.92,3.75,3.69
St Truiden,Oud-Heverlee Leuven,0.0,0.0,D,0.0,0.0,13.0,14.0,3.0,2.0,10.0,12.0,3.0,5.0,2.0,2.0,1.0,0.0,2.02,3.87,3.56,2.03,3.66,3.4
Kortrijk,Westerlo,0.0,2.0,A,0.0,0.0,6.0,18.0,3.0,5.0,11.0,14.0,6.0,6.0,0.0,2.0,1.0,0.0,3.04,3.69,2.31,2.89,3.57,2.3
Cercle Brugge,Charleroi,4.0,1.0,H,1.0,0.0,20.0,11.0,8.0,3.0,9.0,9.0,6.0,6.0,3.0,1.0,0.0,0.0,2.02,3.78,3.65,1.99,3.64,3.55
Waregem,Anderlecht,3.0,2.0,H,1.0,1.0,12.0,11.0,5.0,4.0,19.0,14.0,5.0,5.0,8.0,1.0,0.0,1.0,4.85,4.4,1.62,4.93,4.24,1.6
Antwerp,Oostende,3.0,0.0,H,1.0,0.0,17.0,6.0,4.0,2.0,15.0,17.0,7.0,3.0,1.0,2.0,0.0,0.0,1.58,4.32,5.39,1.57,4.17,5.35
Club Brugge,St Truiden,3.0,0.0,H,1.0,0.0,12.0,7.0,7.0,2.0,14.0,14.0,8.0,1.0,2.0,2.0,0.0,1.0,1.48,4.73,6.62,1.46,4.49,6.55
Mechelen,Standard,2.0,0.0,H,0.0,0.0,14.0,8.0,7.0,1.0,9.0,9.0,8.0,5.0,1.0,2.0,0.0,0.0,2.59,3.88,2.56,2.54,3.6,2.58
St. Gilloise,Gent,2.0,0.0,H,1.0,0.0,17.0,2.0,3.0,2.0,7.0,13.0,3.0,4.0,1.0,2.0,0.0,1.0,2.2,3.45,3.44,2.13,3.47,3.29
Genk,Westerlo,6.0,1.0,H,5.0,1.0,23.0,6.0,10.0,5.0,8.0,7.0,7.0,1.0,1.0,0.0,0.0,1.0,1.61,4.5,5.16,1.59,4.32,5.02
Seraing,Cercle Brugge,0.0,1.0,A,0.0,1.0,5.0,13.0,3.0,2.0,13.0,20.0,1.0,1.0,5.0,3.0,1.0,0.0,4.03,3.68,1.94,3.83,3.56,1.93
Charleroi,Kortrijk,2.0,2.0,D,2.0,0.0,11.0,12.0,5.0,6.0,22.0,7.0,4.0,9.0,3.0,1.0,0.0,0.0,1.69,4.13,4.94,1.69,3.95,4.65
Eupen,Oud-Heverlee Leuven,4.0,2.0,H,2.0,2.0,22.0,8.0,9.0,4.0,10.0,11.0,6.0,3.0,3.0,2.0,0.0,0.0,2.73,3.65,2.54,2.71,3.55,2.45
Oostende,St. Gilloise,1.0,6.0,A,0.0,2.0,11.0,17.0,3.0,8.0,10.0,9.0,6.0,4.0,2.0,2.0,0.0,0.0,4.29,3.87,1.8,4.17,3.78,1.79
Anderlecht,Club Brugge,0.0,1.0,A,0.0,0.0,12.0,11.0,4.0,4.0,15.0,15.0,6.0,7.0,1.0,3.0,0.0,1.0,2.56,3.8,2.56,2.53,3.57,2.58
Gent,Mechelen,3.0,0.0,H,1.0,0.0,19.0,8.0,9.0,1.0,12.0,14.0,5.0,2.0,1.0,3.0,0.0,1.0,1.5,4.59,6.07,1.49,4.45,5.97
Standard,Antwerp,3.0,0.0,H,3.0,0.0,6.0,13.0,4.0,2.0,14.0,14.0,2.0,6.0,2.0,3.0,0.0,0.0,2.93,3.68,2.32,2.88,3.52,2.33
Oud-Heverlee Leuven,Genk,0.0,1.0,A,0.0,1.0,19.0,13.0,7.0,1.0,9.0,15.0,11.0,9.0,3.0,2.0,0.0,1.0,4.5,4.39,1.7,4.3,4.19,1.7
Cercle Brugge,Eupen,5.0,1.0,H,3.0,1.0,18.0,2.0,10.0,2.0,20.0,9.0,2.0,2.0,2.0,2.0,0.0,0.0,1.87,3.87,4.14,1.84,3.71,4.02
St Truiden,Charleroi,2.0,1.0,H,1.0,0.0,10.0,7.0,3.0,2.0,11.0,14.0,4.0,4.0,1.0,2.0,0.0,0.0,2.18,3.35,3.61,2.15,3.33,3.4
Kortrijk,Waregem,1.0,3.0,A,1.0,0.0,8.0,15.0,5.0,8.0,14.0,16.0,3.0,5.0,4.0,4.0,0.0,0.0,2.0,3.97,3.41,2.0,3.72,3.42
Westerlo,Seraing,2.0,2.0,D,2.0,1.0,10.0,2.0,3.0,2.0,10.0,10.0,5.0,2.0,0.0,1.0,0.0,0.0,1.61,4.0,5.99,1.6,3.88,5.66
St. Gilloise,Cercle Brugge,2.0,1.0,H,1.0,0.0,17.0,13.0,7.0,5.0,10.0,7.0,3.0,4.0,0.0,1.0,0.0,0.0,1.65,4.11,5.03,1.6,4.1,5.13
Charleroi,Standard,0.0,1.0,A,0.0,1.0,10.0,4.0,3.0,1.0,19.0,14.0,3.0,1.0,3.0,4.0,1.0,2.0,2.1,3.84,3.24,2.12,3.66,3.16
Eupen,Gent,0.0,4.0,A,0.0,2.0,10.0,13.0,1.0,6.0,15.0,15.0,6.0,9.0,2.0,2.0,0.0,0.0,4.49,3.85,1.77,4.19,3.75,1.8
Mechelen,Anderlecht,1.0,3.0,A,1.0,0.0,19.0,13.0,3.0,7.0,11.0,13.0,5.0,7.0,1.0,4.0,0.0,0.0,3.85,3.84,1.9,3.75,3.77,1.89
Club Brugge,Westerlo,0.0,2.0,A,0.0,0.0,29.0,10.0,12.0,5.0,4.0,9.0,11.0,3.0,0.0,1.0,0.0,0.0,1.59,4.4,5.56,1.56,4.3,5.31
Seraing,Oostende,1.0,1.0,D,0.0,0.0,13.0,13.0,2.0,2.0,11.0,10.0,3.0,9.0,1.0,1.0,1.0,0.0,2.83,3.5,2.53,2.81,3.4,2.44
Waregem,Oud-Heverlee Leuven,2.0,5.0,A,1.0,0.0,11.0,14.0,2.0,7.0,15.0,9.0,4.0,6.0,6.0,2.0,0.0,0.0,2.65,3.92,2.5,2.63,3.74,2.43
Genk,Kortrijk,2.0,1.0,H,1.0,0.0,28.0,6.0,7.0,2.0,12.0,13.0,10.0,3.0,4.0,0.0,0.0,0.0,1.29,6.07,10.1,1.29,5.72,9.29
Antwerp,St Truiden,2.0,0.0,H,1.0,0.0,11.0,4.0,4.0,3.0,15.0,9.0,6.0,2.0,1.0,3.0,0.0,1.0,1.97,3.41,4.29,1.94,3.41,3.99
St Truiden,Eupen,0.0,1.0,A,0.0,0.0,22.0,8.0,6.0,4.0,8.0,13.0,10.0,1.0,1.0,2.0,0.0,0.0,1.82,3.67,4.42,1.78,3.64,4.4
Kortrijk,Antwerp,2.0,1.0,H,2.0,0.0,13.0,21.0,4.0,5.0,8.0,13.0,0.0,7.0,4.0,1.0,0.0,0.0,4.43,3.94,1.76,4.36,3.8,1.75
Gent,Cercle Brugge,3.0,4.0,A,0.0,1.0,12.0,14.0,7.0,5.0,15.0,15.0,6.0,4.0,3.0,5.0,0.0,0.0,1.63,4.01,5.4,1.62,3.96,5.16
Anderlecht,Charleroi,0.0,1.0,A,0.0,0.0,21.0,5.0,8.0,2.0,9.0,14.0,14.0,5.0,2.0,3.0,0.0,0.0,1.63,4.25,5.05,1.61,4.16,5.02
Club Brugge,Mechelen,3.0,0.0,H,1.0,0.0,21.0,6.0,10.0,2.0,2.0,10.0,5.0,3.0,0.0,0.0,0.0,0.0,1.46,5.09,6.72,1.46,4.71,6.16
Oostende,Genk,1.0,2.0,A,1.0,1.0,12.0,10.0,7.0,5.0,17.0,10.0,2.0,6.0,1.0,1.0,1.0,0.0,4.19,4.25,1.8,3.97,3.97,1.79
Westerlo,Waregem,2.0,0.0,H,1.0,0.0,9.0,12.0,4.0,3.0,12.0,11.0,5.0,12.0,3.0,3.0,0.0,0.0,1.62,4.45,5.34,1.59,4.18,5.25
Oud-Heverlee Leuven,St. Gilloise,0.0,3.0,A,0.0,2.0,8.0,11.0,2.0,6.0,7.0,15.0,6.0,8.0,2.0,3.0,0.0,0.0,4.3,4.11,1.81,4.18,3.93,1.76
Standard,Seraing,0.0,2.0,A,0.0,1.0,13.0,10.0,3.0,3.0,9.0,14.0,9.0,4.0,1.0,4.0,0.0,0.0,1.62,4.18,5.76,1.61,4.03,5.23
Anderlecht,Kortrijk,4.0,1.0,H,1.0,0.0,12.0,8.0,5.0,3.0,17.0,8.0,9.0,6.0,1.0,2.0,0.0,0.0,1.34,5.34,8.72,1.34,5.12,8.29
Standard,Club Brugge,3.0,0.0,H,1.0,0.0,9.0,10.0,6.0,1.0,10.0,14.0,1.0,8.0,4.0,2.0,1.0,0.0,3.78,3.72,1.95,3.68,3.71,1.91
Eupen,St. Gilloise,1.0,2.0,A,1.0,1.0,9.0,12.0,4.0,3.0,8.0,19.0,5.0,5.0,3.0,2.0,1.0,0.0,3.99,3.93,1.85,3.8,3.73,1.87
Genk,Gent,1.0,0.0,H,0.0,0.0,10.0,9.0,6.0,0.0,13.0,11.0,5.0,5.0,2.0,2.0,0.0,0.0,2.14,3.74,3.23,2.19,3.58,3.04
Charleroi,Westerlo,2.0,3.0,A,1.0,2.0,14.0,7.0,4.0,3.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.2,3.71,3.24,2.16,3.55,3.16
Cercle Brugge,Oostende,2.0,2.0,D,2.0,0.0,18.0,16.0,6.0,7.0,11.0,10.0,10.0,7.0,1.0,3.0,0.0,0.0,1.82,3.94,4.28,1.79,3.73,4.23
Waregem,St Truiden,0.0,3.0,A,0.0,1.0,4.0,18.0,2.0,8.0,13.0,15.0,0.0,4.0,1.0,3.0,1.0,0.0,2.89,3.51,2.49,2.82,3.37,2.43
Mechelen,Oud-Heverlee Leuven,0.0,0.0,D,0.0,0.0,12.0,10.0,2.0,1.0,8.0,8.0,10.0,1.0,2.0,2.0,1.0,0.0,1.91,4.11,3.72,1.91,3.94,3.53
Antwerp,Seraing,2.0,1.0,H,2.0,1.0,12.0,10.0,4.0,2.0,12.0,12.0,5.0,3.0,3.0,2.0,0.0,0.0,1.34,5.48,9.11,1.33,5.23,8.53
Gent,Waregem,2.0,0.0,H,0.0,0.0,23.0,5.0,6.0,1.0,7.0,10.0,4.0,4.0,0.0,2.0,0.0,0.0,1.36,5.34,7.68,1.35,5.14,7.79
St. Gilloise,Genk,1.0,2.0,A,0.0,1.0,10.0,14.0,3.0,4.0,14.0,12.0,4.0,5.0,4.0,3.0,0.0,0.0,2.13,3.6,3.36,2.09,3.57,3.28
Cercle Brugge,Antwerp,0.0,2.0,A,0.0,1.0,13.0,11.0,6.0,4.0,9.0,13.0,3.0,3.0,1.0,3.0,0.0,0.0,2.98,3.6,2.32,2.88,3.48,2.33
Westerlo,Anderlecht,2.0,1.0,H,1.0,0.0,13.0,12.0,6.0,3.0,9.0,15.0,1.0,6.0,2.0,3.0,0.0,0.0,2.94,3.58,2.35,2.84,3.47,2.36
Oud-Heverlee Leuven,Charleroi,3.0,2.0,H,1.0,1.0,10.0,7.0,4.0,5.0,10.0,14.0,2.0,1.0,1.0,4.0,0.0,0.0,2.84,3.87,2.36,2.76,3.72,2.32
Oostende,Eupen,1.0,0.0,H,0.0,0.0,10.0,13.0,5.0,3.0,14.0,19.0,3.0,6.0,5.0,3.0,1.0,0.0,2.12,3.85,3.32,2.1,3.68,3.18
Seraing,Club Brugge,0.0,2.0,A,0.0,0.0,4.0,11.0,1.0,4.0,20.0,9.0,2.0,1.0,4.0,2.0,0.0,0.0,7.6,4.73,1.44,6.87,4.66,1.43
Kortrijk,Mechelen,1.0,4.0,A,0.0,2.0,12.0,10.0,3.0,5.0,7.0,13.0,10.0,3.0,3.0,5.0,0.0,0.0,2.65,3.79,2.55,2.59,3.58,2.53
St Truiden,Standard,1.0,2.0,A,0.0,2.0,22.0,11.0,5.0,2.0,12.0,14.0,7.0,0.0,0.0,3.0,0.0,0.0,2.23,3.42,3.42,2.17,3.41,3.26
Waregem,St. Gilloise,1.0,3.0,A,0.0,1.0,9.0,12.0,1.0,4.0,14.0,16.0,7.0,3.0,3.0,3.0,0.0,1.0,4.71,4.12,1.68,4.66,3.92,1.69
Charleroi,Gent,2.0,1.0,H,1.0,1.0,14.0,9.0,7.0,1.0,6.0,6.0,4.0,4.0,2.0,0.0,0.0,1.0,3.31,3.72,2.11,3.25,3.54,2.11
Antwerp,Westerlo,3.0,0.0,H,1.0,0.0,12.0,11.0,3.0,3.0,10.0,8.0,3.0,6.0,0.0,2.0,0.0,0.0,1.91,3.81,3.84,1.91,3.68,3.76
Anderlecht,Oud-Heverlee Leuven,2.0,2.0,D,0.0,1.0,21.0,12.0,6.0,4.0,11.0,13.0,12.0,2.0,3.0,1.0,0.0,0.0,1.38,5.41,7.85,1.37,5.12,7.46
Standard,Oostende,1.0,0.0,H,0.0,0.0,15.0,14.0,5.0,5.0,10.0,7.0,5.0,4.0,2.0,2.0,0.0,0.0,1.99,3.82,3.7,2.0,3.64,3.5
Eupen,Kortrijk,0.0,1.0,A,0.0,0.0,21.0,14.0,5.0,3.0,16.0,7.0,8.0,4.0,5.0,3.0,0.0,0.0,2.27,3.52,3.24,2.23,3.43,3.09
Mechelen,Seraing,2.0,3.0,A,2.0,1.0,8.0,6.0,5.0,2.0,14.0,17.0,9.0,3.0,2.0,2.0,0.0,0.0,1.56,4.45,5.83,1.56,4.27,5.41
Genk,St Truiden,0.0,0.0,D,0.0,0.0,17.0,8.0,4.0,3.0,13.0,12.0,8.0,6.0,1.0,3.0,0.0,0.0,1.66,4.18,5.11,1.65,4.03,4.82
Club Brugge,Cercle Brugge,4.0,0.0,H,1.0,0.0,8.0,13.0,4.0,2.0,10.0,18.0,7.0,4.0,1.0,2.0,0.0,0.0,1.6,4.34,5.56,1.59,4.18,5.15
Anderlecht,Gent,0.0,1.0,A,0.0,0.0,10.0,10.0,1.0,5.0,10.0,13.0,5.0,3.0,2.0,2.0,0.0,0.0,2.11,3.64,3.37,2.12,3.54,3.23
Antwerp,St. Gilloise,4.0,2.0,H,4.0,1.0,10.0,8.0,4.0,3.0,11.0,10.0,4.0,3.0,2.0,0.0,0.0,2.0,2.82,3.45,2.58,2.72,3.37,2.52
St. Gilloise,Anderlecht,2.0,1.0,H,2.0,1.0,11.0,9.0,6.0,5.0,11.0,8.0,7.0,7.0,3.0,1.0,0.0,0.0,2.17,3.55,3.3,2.19,3.5,3.13
Kortrijk,Standard,0.0,1.0,A,0.0,0.0,6.0,16.0,2.0,5.0,10.0,19.0,4.0,9.0,4.0,3.0,1.0,0.0,2.71,3.59,2.53,2.62,3.45,2.55
Gent,Antwerp,1.0,2.0,A,1.0,2.0,15.0,6.0,4.0,4.0,12.0,11.0,6.0,2.0,2.0,3.0,0.0,0.0,1.99,3.43,4.15,1.95,3.59,3.7
St Truiden,Mechelen,3.0,1.0,H,0.0,0.0,10.0,2.0,4.0,2.0,10.0,15.0,4.0,3.0,1.0,3.0,0.0,0.0,2.24,3.46,3.35,2.15,3.44,3.27
Cercle Brugge,Waregem,1.0,1.0,D,1.0,1.0,23.0,8.0,6.0,4.0,10.0,16.0,6.0,4.0,1.0,2.0,0.0,0.0,1.81,4.0,4.28,1.78,3.87,4.16
Oud-Heverlee Leuven,Oostende,2.0,1.0,H,0.0,1.0,11.0,15.0,6.0,5.0,9.0,15.0,2.0,7.0,1.0,3.0,0.0,0.0,2.04,3.82,3.56,2.01,3.68,3.4
Seraing,Genk,0.0,4.0,A,0.0,1.0,10.0,11.0,3.0,4.0,10.0,13.0,5.0,2.0,2.0,3.0,0.0,0.0,6.01,4.54,1.54,5.73,4.5,1.5
Charleroi,Club Brugge,1.0,3.0,A,1.0,2.0,21.0,16.0,6.0,6.0,9.0,6.0,2.0,5.0,1.0,0.0,0.0,0.0,3.7,3.79,2.0,3.59,3.74,1.95
Mechelen,Westerlo,5.0,4.0,H,1.0,1.0,14.0,14.0,7.0,8.0,11.0,7.0,4.0,5.0,1.0,2.0,0.0,0.0,2.49,3.65,2.71,2.51,3.46,2.66
Standard,Oud-Heverlee Leuven,1.0,3.0,A,0.0,2.0,25.0,7.0,8.0,5.0,11.0,15.0,10.0,3.0,3.0,4.0,0.0,1.0,2.01,3.78,3.51,2.02,3.68,3.39
Waregem,Charleroi,1.0,3.0,A,1.0,1.0,9.0,15.0,4.0,6.0,5.0,7.0,2.0,5.0,2.0,0.0,0.0,0.0,3.11,3.85,2.16,3.12,3.7,2.13
Club Brugge,Kortrijk,2.0,1.0,H,2.0,1.0,29.0,9.0,12.0,2.0,16.0,12.0,15.0,2.0,3.0,3.0,0.0,1.0,1.29,6.02,10.23,1.31,5.5,9.0
Genk,Cercle Brugge,2.0,1.0,H,1.0,0.0,15.0,9.0,5.0,2.0,7.0,19.0,7.0,5.0,1.0,1.0,0.0,0.0,1.62,4.17,5.53,1.59,4.17,5.14
Oostende,St Truiden,0.0,1.0,A,0.0,1.0,12.0,9.0,6.0,3.0,12.0,16.0,5.0,5.0,2.0,4.0,0.0,0.0,3.22,3.5,2.29,3.12,3.33,2.27
Eupen,Seraing,1.0,3.0,A,0.0,3.0,12.0,16.0,5.0,7.0,17.0,10.0,7.0,6.0,5.0,3.0,0.0,0.0,1.73,4.03,4.74,1.71,3.84,4.58
Waregem,Genk,1.0,4.0,A,1.0,3.0,15.0,15.0,6.0,6.0,14.0,16.0,4.0,8.0,4.0,2.0,0.0,0.0,4.19,4.41,1.71,4.11,4.09,1.74
Oud-Heverlee Leuven,Club Brugge,0.0,3.0,A,0.0,2.0,13.0,12.0,2.0,6.0,6.0,12.0,7.0,5.0,3.0,2.0,0.0,0.0,4.62,4.19,1.68,4.55,4.12,1.67
Eupen,Antwerp,0.0,1.0,A,0.0,0.0,16.0,9.0,5.0,3.0,12.0,9.0,6.0,3.0,4.0,0.0,0.0,0.0,3.65,3.85,1.95,3.65,3.75,1.91
St Truiden,Anderlecht,0.0,3.0,A,0.0,2.0,12.0,10.0,6.0,7.0,13.0,11.0,6.0,5.0,4.0,3.0,0.0,0.0,3.59,3.5,2.08,3.53,3.46,2.04
St. Gilloise,Kortrijk,2.0,1.0,H,1.0,0.0,17.0,6.0,9.0,2.0,22.0,11.0,5.0,1.0,0.0,3.0,0.0,0.0,1.46,4.65,6.61,1.44,4.53,6.84
Cercle Brugge,Mechelen,0.0,0.0,D,0.0,0.0,12.0,10.0,2.0,4.0,9.0,13.0,8.0,8.0,1.0,3.0,0.0,0.0,2.15,3.7,3.36,2.1,3.55,3.29
Seraing,Charleroi,0.0,1.0,A,0.0,0.0,11.0,13.0,3.0,5.0,8.0,13.0,4.0,6.0,2.0,2.0,0.0,0.0,4.22,3.83,1.82,4.07,3.72,1.83
Westerlo,Standard,4.0,2.0,H,1.0,0.0,14.0,12.0,5.0,6.0,3.0,11.0,4.0,6.0,2.0,6.0,0.0,1.0,2.1,3.42,3.75,2.07,3.37,3.53
Oostende,Gent,1.0,3.0,A,1.0,2.0,8.0,13.0,2.0,7.0,9.0,7.0,2.0,6.0,3.0,1.0,0.0,0.0,4.87,4.21,1.68,4.74,4.0,1.66
Antwerp,Oud-Heverlee Leuven,4.0,2.0,H,2.0,1.0,17.0,8.0,4.0,4.0,7.0,11.0,8.0,7.0,2.0,1.0,0.0,0.0,1.59,4.35,5.25,1.6,4.17,5.05
Anderlecht,Seraing,3.0,1.0,H,3.0,0.0,12.0,5.0,6.0,2.0,14.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,1.27,5.82,9.95,1.26,5.84,10.28
Gent,Westerlo,2.0,1.0,H,2.0,1.0,15.0,9.0,5.0,3.0,11.0,10.0,10.0,7.0,2.0,0.0,0.0,0.0,1.68,3.82,5.2,1.66,3.9,4.9
Standard,Cercle Brugge,2.0,0.0,H,2.0,0.0,10.0,6.0,7.0,3.0,15.0,17.0,6.0,6.0,1.0,2.0,0.0,0.0,2.78,3.54,2.56,2.7,3.38,2.51
Mechelen,St. Gilloise,3.0,0.0,H,1.0,0.0,6.0,6.0,4.0,2.0,14.0,12.0,3.0,5.0,2.0,5.0,0.0,0.0,3.29,3.68,2.18,3.14,3.58,2.14
Charleroi,Oostende,1.0,3.0,A,0.0,1.0,15.0,9.0,3.0,6.0,11.0,7.0,9.0,5.0,2.0,1.0,0.0,0.0,1.62,4.38,5.23,1.61,4.1,5.04
Kortrijk,St Truiden,0.0,0.0,D,0.0,0.0,10.0,18.0,4.0,2.0,12.0,16.0,4.0,6.0,0.0,1.0,0.0,0.0,3.27,3.32,2.34,3.07,3.26,2.33
Genk,Eupen,4.0,2.0,H,3.0,1.0,24.0,9.0,14.0,5.0,9.0,15.0,8.0,2.0,0.0,3.0,0.0,1.0,1.35,5.76,8.06,1.35,5.3,7.43
Club Brugge,Waregem,1.0,1.0,D,0.0,0.0,23.0,7.0,7.0,4.0,7.0,17.0,7.0,4.0,2.0,3.0,0.0,0.0,1.27,6.84,9.3,1.26,6.39,9.28
Antwerp,Waregem,1.0,0.0,H,0.0,0.0,17.0,12.0,7.0,4.0,6.0,14.0,3.0,6.0,2.0,3.0,0.0,1.0,1.4,5.15,7.14,1.38,4.91,7.28
Seraing,Kortrijk,0.0,1.0,A,0.0,0.0,18.0,7.0,4.0,3.0,17.0,9.0,3.0,4.0,2.0,2.0,1.0,1.0,2.92,3.45,2.43,2.86,3.34,2.4
Eupen,Club Brugge,2.0,1.0,H,2.0,1.0,13.0,13.0,6.0,5.0,18.0,13.0,5.0,7.0,4.0,2.0,1.0,0.0,6.13,4.92,1.46,6.0,4.75,1.46
Genk,Standard,3.0,1.0,H,3.0,1.0,16.0,10.0,5.0,2.0,15.0,11.0,7.0,4.0,3.0,4.0,0.0,0.0,1.52,4.35,6.15,1.51,4.31,5.82
Gent,St Truiden,1.0,1.0,D,1.0,0.0,13.0,11.0,4.0,7.0,14.0,12.0,3.0,6.0,2.0,2.0,0.0,0.0,1.53,4.31,6.61,1.54,4.08,6.04
Oostende,Mechelen,2.0,1.0,H,2.0,0.0,9.0,19.0,7.0,7.0,5.0,14.0,6.0,9.0,0.0,2.0,1.0,0.0,2.79,3.72,2.46,2.71,3.5,2.44
Oud-Heverlee Leuven,Westerlo,2.0,0.0,H,1.0,0.0,11.0,14.0,5.0,0.0,11.0,15.0,5.0,6.0,2.0,3.0,0.0,1.0,2.56,3.63,2.73,2.48,3.44,2.72
Cercle Brugge,Anderlecht,1.0,0.0,H,0.0,0.0,13.0,5.0,5.0,0.0,11.0,15.0,8.0,1.0,0.0,5.0,0.0,1.0,3.81,3.68,2.0,3.62,3.53,1.99
St. Gilloise,Charleroi,1.0,0.0,H,0.0,0.0,16.0,5.0,6.0,4.0,11.0,5.0,8.0,4.0,2.0,1.0,0.0,0.0,1.68,3.96,5.24,1.68,3.87,4.88
Westerlo,Cercle Brugge,2.0,0.0,H,1.0,0.0,18.0,4.0,8.0,0.0,12.0,20.0,3.0,4.0,1.0,5.0,0.0,1.0,2.61,3.39,2.74,2.56,3.32,2.68
Anderlecht,Oostende,2.0,0.0,H,1.0,0.0,13.0,8.0,3.0,1.0,9.0,8.0,7.0,5.0,0.0,4.0,0.0,1.0,1.3,5.79,8.87,1.27,5.73,9.61
Mechelen,Antwerp,0.0,2.0,A,0.0,2.0,13.0,9.0,2.0,3.0,10.0,9.0,6.0,2.0,1.0,1.0,0.0,0.0,2.63,3.77,2.51,2.61,3.56,2.5
Club Brugge,Genk,3.0,2.0,H,1.0,1.0,15.0,16.0,5.0,10.0,7.0,17.0,4.0,3.0,1.0,2.0,0.0,0.0,1.76,4.33,4.2,1.74,4.1,4.08
St Truiden,St. Gilloise,1.0,1.0,D,1.0,0.0,11.0,14.0,3.0,3.0,9.0,11.0,0.0,5.0,1.0,4.0,0.0,0.0,4.13,3.62,1.93,3.98,3.48,1.91
Kortrijk,Oud-Heverlee Leuven,0.0,2.0,A,0.0,0.0,15.0,19.0,2.0,6.0,14.0,13.0,6.0,4.0,3.0,0.0,0.0,0.0,2.47,3.65,2.81,2.39,3.51,2.79
Waregem,Seraing,2.0,0.0,H,0.0,0.0,18.0,2.0,8.0,0.0,14.0,17.0,7.0,0.0,1.0,1.0,0.0,0.0,2.2,3.83,3.14,2.2,3.58,3.03
Charleroi,Eupen,3.0,1.0,H,1.0,0.0,12.0,8.0,5.0,7.0,10.0,12.0,2.0,1.0,2.0,1.0,0.0,0.0,1.68,4.35,4.69,1.67,4.05,4.59
Standard,Gent,2.0,2.0,D,1.0,0.0,7.0,25.0,3.0,9.0,14.0,13.0,2.0,12.0,5.0,2.0,1.0,0.0,4.27,3.67,1.89,4.07,3.53,1.88
Charleroi,Waregem,3.0,0.0,H,3.0,0.0,15.0,9.0,7.0,3.0,9.0,11.0,7.0,3.0,0.0,2.0,0.0,0.0,1.51,4.42,6.27,1.49,4.39,6.07
Club Brugge,Mechelen,2.0,0.0,H,1.0,0.0,22.0,8.0,8.0,0.0,8.0,6.0,7.0,4.0,2.0,1.0,0.0,0.0,1.35,5.2,8.35,1.34,5.25,7.94
Gent,Oud-Heverlee Leuven,5.0,0.0,H,1.0,0.0,26.0,7.0,12.0,3.0,7.0,13.0,6.0,3.0,0.0,4.0,0.0,0.0,1.24,6.26,11.14,1.22,6.32,11.69
Kortrijk,Anderlecht,2.0,3.0,A,1.0,1.0,15.0,15.0,5.0,9.0,10.0,6.0,7.0,3.0,1.0,1.0,0.0,0.0,7.85,4.61,1.41,7.4,4.76,1.39
Seraing,Genk,0.0,2.0,A,0.0,1.0,4.0,13.0,2.0,6.0,3.0,13.0,4.0,7.0,0.0,2.0,1.0,0.0,6.67,4.55,1.47,6.25,4.54,1.46
St Truiden,Standard,3.0,0.0,H,2.0,0.0,15.0,11.0,5.0,2.0,12.0,15.0,5.0,2.0,2.0,3.0,0.0,0.0,1.92,3.72,3.92,1.89,3.61,3.89
Antwerp,Cercle Brugge,1.0,1.0,D,0.0,0.0,24.0,5.0,7.0,1.0,6.0,11.0,9.0,2.0,0.0,1.0,0.0,0.0,2.0,3.79,3.55,2.01,3.6,3.48
Genk,Eupen,5.0,0.0,H,2.0,0.0,14.0,5.0,9.0,2.0,11.0,10.0,4.0,2.0,2.0,1.0,0.0,0.0,1.39,4.97,7.57,1.4,4.84,7.02
Anderlecht,Charleroi,4.0,0.0,H,1.0,0.0,20.0,1.0,11.0,0.0,8.0,14.0,5.0,2.0,1.0,2.0,0.0,0.0,1.47,4.66,6.52,1.47,4.56,6.23
Cercle Brugge,Gent,2.0,2.0,D,1.0,2.0,15.0,10.0,3.0,6.0,14.0,8.0,7.0,4.0,4.0,1.0,0.0,1.0,3.41,3.58,2.12,3.31,3.45,2.12
Standard,St. Gilloise,1.0,3.0,A,1.0,1.0,5.0,13.0,1.0,5.0,18.0,12.0,4.0,7.0,4.0,2.0,0.0,0.0,5.18,3.89,1.67,4.93,3.77,1.68
